MusicXML Sağ El Transcript (RH only, repeat+volta+DC/DS/Coda, TS-based)
Generated UTC: 2025-09-18T06:25:18.152298+00:00
Linear measures: 2000
Events: 12235
Script version: 1.0.0
---
time_sec	dur_sec	pitches_sci	dyn	art
588.500	0.250	E5		staccato
588.750	0.250	F5		staccato
589.000	0.250	D5		staccato
589.750	0.500	C5		
590.250	0.375	B4		
590.250	0.062	C5		
590.312	0.062	B4		
590.375	0.062	C5		
590.438	0.062	B4		
590.500	0.062	C5		
590.562	0.062	B4		
590.625	0.062	A4		
590.688	0.062	B4		
591.750	0.500	A4		
592.750	0.250	C5		staccato
593.000	0.250	E5		
593.000	0.250	D5		staccato
593.250	0.250	F5		
593.750	0.250	E5		staccato
594.000	0.250	G5		
594.000	0.250	E5		staccato
594.250	0.250	G5		
594.250	0.125	A5		
594.375	0.125	G5		
594.500	0.125	F5		
594.625	0.125	E5		
595.250	0.500	D5		
595.250	0.250	B4		
595.500	0.250	G4		
595.750	0.250	C5		staccato
596.000	0.250	E5		
596.000	0.250	D5		staccato
596.250	0.250	F5		
596.750	0.250	E5		staccato
597.000	0.250	G5		
597.000	0.250	E5		staccato
597.250	0.250	G5		
597.250	0.125	A5		
597.375	0.125	G5		
597.500	0.125	F5		
597.625	0.125	E5		
598.250	0.500	B4		
598.750	0.500	D5		
598.750	0.250	A4		staccato
599.000	0.250	C5		
599.000	0.250	B4		staccato
599.250	0.250	D5		
600.250	0.250	C5		staccato
600.500	0.250	E5		
600.500	0.250	C5		staccato
600.750	0.250	E5		
600.750	0.125	F5		
600.875	0.125	E5		
601.000	0.125	D5		
601.125	0.125	C5		
601.750	0.500	B4		
601.750	0.250	G#4		
602.000	0.250	E4		
602.250	0.250	A4		staccato
602.500	0.250	C5		
602.500	0.250	B4		staccato
602.750	0.250	D5		
603.250	0.250	C5		staccato
603.500	0.250	E5		
603.500	0.250	C5		staccato
603.750	0.250	E5		
603.750	0.125	F5		
603.875	0.125	E5		
604.000	0.125	D5		
604.125	0.125	C5		
604.750	0.500	G#4		
605.250	0.500	B4		
605.250	0.125	B4		
605.375	0.125	A4		
605.500	0.125	G#4		
605.625	0.125	A4		
606.250	0.250	C5		staccato
606.500	0.250	rest		
606.750	0.125	D5		
606.875	0.125	C5		
607.000	0.125	B4		
607.125	0.125	C5		
608.000	0.250	E5		staccato
608.250	0.250	rest		
608.500	0.125	F5		
608.625	0.125	E5		
608.750	0.125	D#5		
608.875	0.125	E5		
609.750	0.125	B5		
609.875	0.125	A5		
610.000	0.125	G#5		
610.125	0.125	A5		
610.250	0.125	B5		
610.375	0.125	A5		
610.500	0.125	G#5		
610.625	0.125	A5		
611.250	0.500	C6		
611.750	0.250	A5		staccato
612.000	0.250	B5		staccato
613.000	0.250	C6		staccato
613.250	0.250	B5		staccato
613.500	0.250	A5		staccato
613.750	0.250	G#5		staccato
614.500	0.250	A5		staccato
614.750	0.250	E5		staccato
615.000	0.250	F5		staccato
615.250	0.250	D5		staccato
616.000	0.500	C5		
616.500	0.375	B4		
616.500	0.062	C5		
616.562	0.062	B4		
616.625	0.062	C5		
616.688	0.062	B4		
616.750	0.062	C5		
616.812	0.062	B4		
616.875	0.062	A4		
616.938	0.062	B4		
618.000	0.500	A4		
619.000	0.250	C5		staccato
619.250	0.250	E5		
619.250	0.250	D5		staccato
619.500	0.250	F5		
620.000	0.250	E5		staccato
620.250	0.250	G5		
620.250	0.250	E5		staccato
620.500	0.250	G5		
620.500	0.125	A5		
620.625	0.125	G5		
620.750	0.125	F5		
620.875	0.125	E5		
621.500	0.500	D5		
621.500	0.250	B4		
621.750	0.250	G4		
622.000	0.250	C5		staccato
622.250	0.250	E5		
622.250	0.250	D5		staccato
622.500	0.250	F5		
623.000	0.250	E5		staccato
623.250	0.250	G5		
623.250	0.250	E5		staccato
623.500	0.250	G5		
623.500	0.125	A5		
623.625	0.125	G5		
623.750	0.125	F5		
623.875	0.125	E5		
624.500	0.500	B4		
625.000	0.500	D5		
625.000	0.250	A4		staccato
625.250	0.250	C5		
625.250	0.250	B4		staccato
625.500	0.250	D5		
626.500	0.250	C5		staccato
626.750	0.250	E5		
626.750	0.250	C5		staccato
627.000	0.250	E5		
627.000	0.125	F5		
627.125	0.125	E5		
627.250	0.125	D5		
627.375	0.125	C5		
628.000	0.500	B4		
628.000	0.250	G#4		
628.250	0.250	E4		
628.500	0.250	A4		staccato
628.750	0.250	C5		
628.750	0.250	B4		staccato
629.000	0.250	D5		
629.500	0.250	C5		staccato
629.750	0.250	E5		
629.750	0.250	C5		staccato
630.000	0.250	E5		
630.000	0.125	F5		
630.125	0.125	E5		
630.250	0.125	D5		
630.375	0.125	C5		
631.000	0.500	G#4		
631.500	0.500	B4		
631.500	0.125	B4		
631.625	0.125	A4		
631.750	0.125	G#4		
631.875	0.125	A4		
632.500	0.250	C5		staccato
632.750	0.250	rest		
633.000	0.125	D5		
633.125	0.125	C5		
633.250	0.125	B4		
633.375	0.125	C5		
634.250	0.250	E5		staccato
634.500	0.250	rest		
634.750	0.125	F5		
634.875	0.125	E5		
635.000	0.125	D#5		
635.125	0.125	E5		
636.000	0.125	B5		
636.125	0.125	A5		
636.250	0.125	G#5		
636.375	0.125	A5		
636.500	0.125	B5		
636.625	0.125	A5		
636.750	0.125	G#5		
636.875	0.125	A5		
637.500	0.500	C6		
638.000	0.250	A5		staccato
638.250	0.250	B5		staccato
639.250	0.250	C6		staccato
639.500	0.250	B5		staccato
639.750	0.250	A5		staccato
640.000	0.250	G#5		staccato
640.750	0.250	A5		staccato
641.000	0.250	E5		staccato
641.250	0.250	F5		staccato
641.500	0.250	D5		staccato
642.250	0.500	C5		
642.750	0.375	B4		
642.750	0.062	C5		
642.812	0.062	B4		
642.875	0.062	C5		
642.938	0.062	B4		
643.000	0.062	C5		
643.062	0.062	B4		
643.125	0.062	A4		
643.188	0.062	B4		
644.250	0.500	A4		
645.250	0.250	C5		staccato
645.500	0.250	E5		
645.500	0.250	D5		staccato
645.750	0.250	F5		
646.250	0.250	E5		staccato
646.500	0.250	G5		
646.500	0.250	E5		staccato
646.750	0.250	G5		
646.750	0.125	A5		
646.875	0.125	G5		
647.000	0.125	F5		
647.125	0.125	E5		
647.750	0.500	D5		
647.750	0.250	B4		
648.000	0.250	G4		
648.250	0.250	C5		staccato
648.500	0.250	E5		
648.500	0.250	D5		staccato
648.750	0.250	F5		
649.250	0.250	E5		staccato
649.500	0.250	G5		
649.500	0.250	E5		staccato
649.750	0.250	G5		
649.750	0.125	A5		
649.875	0.125	G5		
650.000	0.125	F5		
650.125	0.125	E5		
650.750	0.500	B4		
651.250	0.500	D5		
651.250	0.250	A4		staccato
651.500	0.250	C5		
651.500	0.250	B4		staccato
651.750	0.250	D5		
652.750	0.250	C5		staccato
653.000	0.250	E5		
653.000	0.250	C5		staccato
653.250	0.250	E5		
653.250	0.125	F5		
653.375	0.125	E5		
653.500	0.125	D5		
653.625	0.125	C5		
654.250	0.500	B4		
654.250	0.250	G#4		
654.500	0.250	E4		
654.750	0.250	A4		staccato
655.000	0.250	C5		
655.000	0.250	B4		staccato
655.250	0.250	D5		
655.750	0.250	C5		staccato
656.000	0.250	E5		
656.000	0.250	C5		staccato
656.250	0.250	E5		
656.250	0.125	F5		
656.375	0.125	E5		
656.500	0.125	D5		
656.625	0.125	C5		
657.250	0.500	G#4		
657.750	0.500	B4		
657.750	0.125	B4		
657.875	0.125	A4		
658.000	0.125	G#4		
658.125	0.125	A4		
658.750	0.250	C5		staccato
659.000	0.250	rest		
659.250	0.125	D5		
659.375	0.125	C5		
659.500	0.125	B4		
659.625	0.125	C5		
660.500	0.250	E5		staccato
660.750	0.250	rest		
661.000	0.125	F5		
661.125	0.125	E5		
661.250	0.125	D#5		
661.375	0.125	E5		
662.250	0.125	B5		
662.375	0.125	A5		
662.500	0.125	G#5		
662.625	0.125	A5		
662.750	0.125	B5		
662.875	0.125	A5		
663.000	0.125	G#5		
663.125	0.125	A5		
663.750	0.500	C6		
664.250	0.250	A5		staccato
664.500	0.250	B5		staccato
665.500	0.250	C6		staccato
665.750	0.250	B5		staccato
666.000	0.250	A5		staccato
666.250	0.250	G#5		staccato
667.000	0.250	A5		staccato
667.250	0.250	E5		staccato
667.500	0.250	F5		staccato
667.750	0.250	D5		staccato
668.500	0.500	C5		
669.000	0.375	B4		
669.000	0.062	C5		
669.062	0.062	B4		
669.125	0.062	C5		
669.188	0.062	B4		
669.250	0.062	C5		
669.312	0.062	B4		
669.375	0.062	A4		
669.438	0.062	B4		
670.500	0.500	A4		
671.500	0.250	C5		staccato
671.750	0.250	E5		
671.750	0.250	D5		staccato
672.000	0.250	F5		
672.500	0.250	E5		staccato
672.750	0.250	G5		
672.750	0.250	E5		staccato
673.000	0.250	G5		
673.000	0.125	A5		
673.125	0.125	G5		
673.250	0.125	F5		
673.375	0.125	E5		
674.000	0.500	D5		
674.000	0.250	B4		
674.250	0.250	G4		
674.500	0.250	C5		staccato
674.750	0.250	E5		
674.750	0.250	D5		staccato
675.000	0.250	F5		
675.500	0.250	E5		staccato
675.750	0.250	G5		
675.750	0.250	E5		staccato
676.000	0.250	G5		
676.000	0.125	A5		
676.125	0.125	G5		
676.250	0.125	F5		
676.375	0.125	E5		
677.000	0.500	B4		
677.500	0.500	D5		
677.500	0.250	A4		staccato
677.750	0.250	C5		
677.750	0.250	B4		staccato
678.000	0.250	D5		
679.000	0.250	C5		staccato
679.250	0.250	E5		
679.250	0.250	C5		staccato
679.500	0.250	E5		
679.500	0.125	F5		
679.625	0.125	E5		
679.750	0.125	D5		
679.875	0.125	C5		
680.500	0.500	B4		
680.500	0.250	G#4		
680.750	0.250	E4		
681.000	0.250	A4		staccato
681.250	0.250	C5		
681.250	0.250	B4		staccato
681.500	0.250	D5		
682.000	0.250	C5		staccato
682.250	0.250	E5		
682.250	0.250	C5		staccato
682.500	0.250	E5		
682.500	0.125	F5		
682.625	0.125	E5		
682.750	0.125	D5		
682.875	0.125	C5		
683.500	0.500	G#4		
684.000	0.500	B4		
684.000	0.125	B4		
684.125	0.125	A4		
684.250	0.125	G#4		
684.375	0.125	A4		
685.000	0.250	C5		staccato
685.250	0.250	rest		
685.500	0.125	D5		
685.625	0.125	C5		
685.750	0.125	B4		
685.875	0.125	C5		
686.750	0.250	E5		staccato
687.000	0.250	rest		
687.250	0.125	F5		
687.375	0.125	E5		
687.500	0.125	D#5		
687.625	0.125	E5		
688.500	0.125	B5		
688.625	0.125	A5		
688.750	0.125	G#5		
688.875	0.125	A5		
689.000	0.125	B5		
689.125	0.125	A5		
689.250	0.125	G#5		
689.375	0.125	A5		
690.000	0.500	C6		
690.500	0.250	A5		staccato
690.750	0.250	B5		staccato
691.750	0.250	C6		staccato
692.000	0.250	B5		staccato
692.250	0.250	A5		staccato
692.500	0.250	G#5		staccato
693.250	0.250	A5		staccato
693.500	0.250	E5		staccato
693.750	0.250	F5		staccato
694.000	0.250	D5		staccato
694.750	0.500	C5		
695.250	0.375	B4		
695.250	0.062	C5		
695.312	0.062	B4		
695.375	0.062	C5		
695.438	0.062	B4		
695.500	0.062	C5		
695.562	0.062	B4		
695.625	0.062	A4		
695.688	0.062	B4		
696.750	0.500	A4		
697.750	0.250	C5		staccato
698.000	0.250	E5		
698.000	0.250	D5		staccato
698.250	0.250	F5		
698.750	0.250	E5		staccato
699.000	0.250	G5		
699.000	0.250	E5		staccato
699.250	0.250	G5		
699.250	0.125	A5		
699.375	0.125	G5		
699.500	0.125	F5		
699.625	0.125	E5		
700.250	0.500	D5		
700.250	0.250	B4		
700.500	0.250	G4		
700.750	0.250	C5		staccato
701.000	0.250	E5		
701.000	0.250	D5		staccato
701.250	0.250	F5		
701.750	0.250	E5		staccato
702.000	0.250	G5		
702.000	0.250	E5		staccato
702.250	0.250	G5		
702.250	0.125	A5		
702.375	0.125	G5		
702.500	0.125	F5		
702.625	0.125	E5		
703.250	0.500	B4		
703.750	0.500	D5		
703.750	0.250	A4		staccato
704.000	0.250	C5		
704.000	0.250	B4		staccato
704.250	0.250	D5		
705.250	0.250	C5		staccato
705.500	0.250	E5		
705.500	0.250	C5		staccato
705.750	0.250	E5		
705.750	0.125	F5		
705.875	0.125	E5		
706.000	0.125	D5		
706.125	0.125	C5		
706.750	0.500	B4		
706.750	0.250	G#4		
707.000	0.250	E4		
707.250	0.250	A4		staccato
707.500	0.250	C5		
707.500	0.250	B4		staccato
707.750	0.250	D5		
708.250	0.250	C5		staccato
708.500	0.250	E5		
708.500	0.250	C5		staccato
708.750	0.250	E5		
708.750	0.125	F5		
708.875	0.125	E5		
709.000	0.125	D5		
709.125	0.125	C5		
709.750	0.500	G#4		
710.250	0.500	B4		
710.250	0.125	B4		
710.375	0.125	A4		
710.500	0.125	G#4		
710.625	0.125	A4		
711.250	0.250	C5		staccato
711.500	0.250	rest		
711.750	0.125	D5		
711.875	0.125	C5		
712.000	0.125	B4		
712.125	0.125	C5		
713.000	0.250	E5		staccato
713.250	0.250	rest		
713.500	0.125	F5		
713.625	0.125	E5		
713.750	0.125	D#5		
713.875	0.125	E5		
714.750	0.125	B5		
714.875	0.125	A5		
715.000	0.125	G#5		
715.125	0.125	A5		
715.250	0.125	B5		
715.375	0.125	A5		
715.500	0.125	G#5		
715.625	0.125	A5		
716.250	0.500	C6		
716.750	0.250	A5		staccato
717.000	0.250	B5		staccato
718.000	0.250	C6		staccato
718.250	0.250	B5		staccato
718.500	0.250	A5		staccato
718.750	0.250	G#5		staccato
719.500	0.250	A5		staccato
719.750	0.250	E5		staccato
720.000	0.250	F5		staccato
720.250	0.250	D5		staccato
721.000	0.500	C5		
721.500	0.375	B4		
721.500	0.062	C5		
721.562	0.062	B4		
721.625	0.062	C5		
721.688	0.062	B4		
721.750	0.062	C5		
721.812	0.062	B4		
721.875	0.062	A4		
721.938	0.062	B4		
723.000	0.500	A4		
724.000	0.250	C5		staccato
724.250	0.250	E5		
724.250	0.250	D5		staccato
724.500	0.250	F5		
725.000	0.250	E5		staccato
725.250	0.250	G5		
725.250	0.250	E5		staccato
725.500	0.250	G5		
725.500	0.125	A5		
725.625	0.125	G5		
725.750	0.125	F5		
725.875	0.125	E5		
726.500	0.500	D5		
726.500	0.250	B4		
726.750	0.250	G4		
727.000	0.250	C5		staccato
727.250	0.250	E5		
727.250	0.250	D5		staccato
727.500	0.250	F5		
728.000	0.250	E5		staccato
728.250	0.250	G5		
728.250	0.250	E5		staccato
728.500	0.250	G5		
728.500	0.125	A5		
728.625	0.125	G5		
728.750	0.125	F5		
728.875	0.125	E5		
729.500	0.500	B4		
730.000	0.500	D5		
730.000	0.250	A4		staccato
730.250	0.250	C5		
730.250	0.250	B4		staccato
730.500	0.250	D5		
731.500	0.250	C5		staccato
731.750	0.250	E5		
731.750	0.250	C5		staccato
732.000	0.250	E5		
732.000	0.125	F5		
732.125	0.125	E5		
732.250	0.125	D5		
732.375	0.125	C5		
733.000	0.500	B4		
733.000	0.250	G#4		
733.250	0.250	E4		
733.500	0.250	A4		staccato
733.750	0.250	C5		
733.750	0.250	B4		staccato
734.000	0.250	D5		
734.500	0.250	C5		staccato
734.750	0.250	E5		
734.750	0.250	C5		staccato
735.000	0.250	E5		
735.000	0.125	F5		
735.125	0.125	E5		
735.250	0.125	D5		
735.375	0.125	C5		
736.000	0.500	G#4		
736.500	0.500	B4		
736.500	0.125	B4		
736.625	0.125	A4		
736.750	0.125	G#4		
736.875	0.125	A4		
737.500	0.250	C5		staccato
737.750	0.250	rest		
738.000	0.125	D5		
738.125	0.125	C5		
738.250	0.125	B4		
738.375	0.125	C5		
739.250	0.250	E5		staccato
739.500	0.250	rest		
739.750	0.125	F5		
739.875	0.125	E5		
740.000	0.125	D#5		
740.125	0.125	E5		
741.000	0.125	B5		
741.125	0.125	A5		
741.250	0.125	G#5		
741.375	0.125	A5		
741.500	0.125	B5		
741.625	0.125	A5		
741.750	0.125	G#5		
741.875	0.125	A5		
742.500	0.500	C6		
743.000	0.250	A5		staccato
743.250	0.250	B5		staccato
744.250	0.250	C6		staccato
744.500	0.250	B5		staccato
744.750	0.250	A5		staccato
745.000	0.250	G#5		staccato
745.750	0.250	A5		staccato
746.000	0.250	E5		staccato
746.250	0.250	F5		staccato
746.500	0.250	D5		staccato
747.250	0.500	C5		
747.750	0.375	B4		
747.750	0.062	C5		
747.812	0.062	B4		
747.875	0.062	C5		
747.938	0.062	B4		
748.000	0.062	C5		
748.062	0.062	B4		
748.125	0.062	A4		
748.188	0.062	B4		
749.250	0.500	A4		
750.250	0.250	C5		staccato
750.500	0.250	E5		
750.500	0.250	D5		staccato
750.750	0.250	F5		
751.250	0.250	E5		staccato
751.500	0.250	G5		
751.500	0.250	E5		staccato
751.750	0.250	G5		
751.750	0.125	A5		
751.875	0.125	G5		
752.000	0.125	F5		
752.125	0.125	E5		
752.750	0.500	D5		
752.750	0.250	B4		
753.000	0.250	G4		
753.250	0.250	C5		staccato
753.500	0.250	E5		
753.500	0.250	D5		staccato
753.750	0.250	F5		
754.250	0.250	E5		staccato
754.500	0.250	G5		
754.500	0.250	E5		staccato
754.750	0.250	G5		
754.750	0.125	A5		
754.875	0.125	G5		
755.000	0.125	F5		
755.125	0.125	E5		
755.750	0.500	B4		
756.250	0.500	D5		
756.250	0.250	A4		staccato
756.500	0.250	C5		
756.500	0.250	B4		staccato
756.750	0.250	D5		
757.750	0.250	C5		staccato
758.000	0.250	E5		
758.000	0.250	C5		staccato
758.250	0.250	E5		
758.250	0.125	F5		
758.375	0.125	E5		
758.500	0.125	D5		
758.625	0.125	C5		
759.250	0.500	B4		
759.250	0.250	G#4		
759.500	0.250	E4		
759.750	0.250	A4		staccato
760.000	0.250	C5		
760.000	0.250	B4		staccato
760.250	0.250	D5		
760.750	0.250	C5		staccato
761.000	0.250	E5		
761.000	0.250	C5		staccato
761.250	0.250	E5		
761.250	0.125	F5		
761.375	0.125	E5		
761.500	0.125	D5		
761.625	0.125	C5		
762.250	0.500	G#4		
762.750	0.500	B4		
762.750	0.125	B4		
762.875	0.125	A4		
763.000	0.125	G#4		
763.125	0.125	A4		
763.750	0.250	C5		staccato
764.000	0.250	rest		
764.250	0.125	D5		
764.375	0.125	C5		
764.500	0.125	B4		
764.625	0.125	C5		
765.500	0.250	E5		staccato
765.750	0.250	rest		
766.000	0.125	F5		
766.125	0.125	E5		
766.250	0.125	D#5		
766.375	0.125	E5		
767.250	0.125	B5		
767.375	0.125	A5		
767.500	0.125	G#5		
767.625	0.125	A5		
767.750	0.125	B5		
767.875	0.125	A5		
768.000	0.125	G#5		
768.125	0.125	A5		
768.750	0.500	C6		
769.250	0.250	A5		staccato
769.500	0.250	B5		staccato
770.500	0.250	C6		staccato
770.750	0.250	B5		staccato
771.000	0.250	A5		staccato
771.250	0.250	G#5		staccato
772.000	0.250	A5		staccato
772.250	0.250	E5		staccato
772.500	0.250	F5		staccato
772.750	0.250	D5		staccato
773.500	0.500	C5		
774.000	0.375	B4		
774.000	0.062	C5		
774.062	0.062	B4		
774.125	0.062	C5		
774.188	0.062	B4		
774.250	0.062	C5		
774.312	0.062	B4		
774.375	0.062	A4		
774.438	0.062	B4		
775.500	0.500	A4		
776.500	0.250	C5		staccato
776.750	0.250	E5		
776.750	0.250	D5		staccato
777.000	0.250	F5		
777.500	0.250	E5		staccato
777.750	0.250	G5		
777.750	0.250	E5		staccato
778.000	0.250	G5		
778.000	0.125	A5		
778.125	0.125	G5		
778.250	0.125	F5		
778.375	0.125	E5		
779.000	0.500	D5		
779.000	0.250	B4		
779.250	0.250	G4		
779.500	0.250	C5		staccato
779.750	0.250	E5		
779.750	0.250	D5		staccato
780.000	0.250	F5		
780.500	0.250	E5		staccato
780.750	0.250	G5		
780.750	0.250	E5		staccato
781.000	0.250	G5		
781.000	0.125	A5		
781.125	0.125	G5		
781.250	0.125	F5		
781.375	0.125	E5		
782.000	0.500	B4		
782.500	0.500	D5		
782.500	0.250	A4		staccato
782.750	0.250	C5		
782.750	0.250	B4		staccato
783.000	0.250	D5		
784.000	0.250	C5		staccato
784.250	0.250	E5		
784.250	0.250	C5		staccato
784.500	0.250	E5		
784.500	0.125	F5		
784.625	0.125	E5		
784.750	0.125	D5		
784.875	0.125	C5		
785.500	0.500	B4		
785.500	0.250	G#4		
785.750	0.250	E4		
786.000	0.250	A4		staccato
786.250	0.250	C5		
786.250	0.250	B4		staccato
786.500	0.250	D5		
787.000	0.250	C5		staccato
787.250	0.250	E5		
787.250	0.250	C5		staccato
787.500	0.250	E5		
787.500	0.125	F5		
787.625	0.125	E5		
787.750	0.125	D5		
787.875	0.125	C5		
788.500	0.500	G#4		
789.000	0.500	B4		
789.000	0.125	B4		
789.125	0.125	A4		
789.250	0.125	G#4		
789.375	0.125	A4		
790.000	0.250	C5		staccato
790.250	0.250	rest		
790.500	0.125	D5		
790.625	0.125	C5		
790.750	0.125	B4		
790.875	0.125	C5		
791.750	0.250	E5		staccato
792.000	0.250	rest		
792.250	0.125	F5		
792.375	0.125	E5		
792.500	0.125	D#5		
792.625	0.125	E5		
793.500	0.125	B5		
793.625	0.125	A5		
793.750	0.125	G#5		
793.875	0.125	A5		
794.000	0.125	B5		
794.125	0.125	A5		
794.250	0.125	G#5		
794.375	0.125	A5		
795.000	0.500	C6		
795.500	0.250	A5		staccato
795.750	0.250	B5		staccato
796.750	0.250	C6		staccato
797.000	0.250	B5		staccato
797.250	0.250	A5		staccato
797.500	0.250	G#5		staccato
798.250	0.250	A5		staccato
798.500	0.250	E5		staccato
798.750	0.250	F5		staccato
799.000	0.250	D5		staccato
799.750	0.500	C5		
800.250	0.375	B4		
800.250	0.062	C5		
800.312	0.062	B4		
800.375	0.062	C5		
800.438	0.062	B4		
800.500	0.062	C5		
800.562	0.062	B4		
800.625	0.062	A4		
800.688	0.062	B4		
801.750	0.500	A4		
802.750	0.250	C5		staccato
803.000	0.250	E5		
803.000	0.250	D5		staccato
803.250	0.250	F5		
803.750	0.250	E5		staccato
804.000	0.250	G5		
804.000	0.250	E5		staccato
804.250	0.250	G5		
804.250	0.125	A5		
804.375	0.125	G5		
804.500	0.125	F5		
804.625	0.125	E5		
805.250	0.500	D5		
805.250	0.250	B4		
805.500	0.250	G4		
805.750	0.250	C5		staccato
806.000	0.250	E5		
806.000	0.250	D5		staccato
806.250	0.250	F5		
806.750	0.250	E5		staccato
807.000	0.250	G5		
807.000	0.250	E5		staccato
807.250	0.250	G5		
807.250	0.125	A5		
807.375	0.125	G5		
807.500	0.125	F5		
807.625	0.125	E5		
808.250	0.500	B4		
808.750	0.500	D5		
808.750	0.250	A4		staccato
809.000	0.250	C5		
809.000	0.250	B4		staccato
809.250	0.250	D5		
810.250	0.250	C5		staccato
810.500	0.250	E5		
810.500	0.250	C5		staccato
810.750	0.250	E5		
810.750	0.125	F5		
810.875	0.125	E5		
811.000	0.125	D5		
811.125	0.125	C5		
811.750	0.500	B4		
811.750	0.250	G#4		
812.000	0.250	E4		
812.250	0.250	A4		staccato
812.500	0.250	C5		
812.500	0.250	B4		staccato
812.750	0.250	D5		
813.250	0.250	C5		staccato
813.500	0.250	E5		
813.500	0.250	C5		staccato
813.750	0.250	E5		
813.750	0.125	F5		
813.875	0.125	E5		
814.000	0.125	D5		
814.125	0.125	C5		
814.750	0.500	G#4		
815.250	0.500	B4		
815.250	0.125	B4		
815.375	0.125	A4		
815.500	0.125	G#4		
815.625	0.125	A4		
816.250	0.250	C5		staccato
816.500	0.250	rest		
816.750	0.125	D5		
816.875	0.125	C5		
817.000	0.125	B4		
817.125	0.125	C5		
818.000	0.250	E5		staccato
818.250	0.250	rest		
818.500	0.125	F5		
818.625	0.125	E5		
818.750	0.125	D#5		
818.875	0.125	E5		
819.750	0.125	B5		
819.875	0.125	A5		
820.000	0.125	G#5		
820.125	0.125	A5		
820.250	0.125	B5		
820.375	0.125	A5		
820.500	0.125	G#5		
820.625	0.125	A5		
821.250	0.500	C6		
821.750	0.250	A5		staccato
822.000	0.250	B5		staccato
823.000	0.250	C6		staccato
823.250	0.250	B5		staccato
823.500	0.250	A5		staccato
823.750	0.250	G#5		staccato
824.500	0.250	A5		staccato
824.750	0.250	E5		staccato
825.000	0.250	F5		staccato
825.250	0.250	D5		staccato
826.000	0.500	C5		
826.500	0.375	B4		
826.500	0.062	C5		
826.562	0.062	B4		
826.625	0.062	C5		
826.688	0.062	B4		
826.750	0.062	C5		
826.812	0.062	B4		
826.875	0.062	A4		
826.938	0.062	B4		
828.000	0.500	A4		
829.000	0.250	C5		staccato
829.250	0.250	E5		
829.250	0.250	D5		staccato
829.500	0.250	F5		
830.000	0.250	E5		staccato
830.250	0.250	G5		
830.250	0.250	E5		staccato
830.500	0.250	G5		
830.500	0.125	A5		
830.625	0.125	G5		
830.750	0.125	F5		
830.875	0.125	E5		
831.500	0.500	D5		
831.500	0.250	B4		
831.750	0.250	G4		
832.000	0.250	C5		staccato
832.250	0.250	E5		
832.250	0.250	D5		staccato
832.500	0.250	F5		
833.000	0.250	E5		staccato
833.250	0.250	G5		
833.250	0.250	E5		staccato
833.500	0.250	G5		
833.500	0.125	A5		
833.625	0.125	G5		
833.750	0.125	F5		
833.875	0.125	E5		
834.500	0.500	B4		
835.000	0.500	D5		
835.000	0.250	A4		staccato
835.250	0.250	C5		
835.250	0.250	B4		staccato
835.500	0.250	D5		
836.500	0.250	C5		staccato
836.750	0.250	E5		
836.750	0.250	C5		staccato
837.000	0.250	E5		
837.000	0.125	F5		
837.125	0.125	E5		
837.250	0.125	D5		
837.375	0.125	C5		
838.000	0.500	B4		
838.000	0.250	G#4		
838.250	0.250	E4		
838.500	0.250	A4		staccato
838.750	0.250	C5		
838.750	0.250	B4		staccato
839.000	0.250	D5		
839.500	0.250	C5		staccato
839.750	0.250	E5		
839.750	0.250	C5		staccato
840.000	0.250	E5		
840.000	0.125	F5		
840.125	0.125	E5		
840.250	0.125	D5		
840.375	0.125	C5		
841.000	0.500	G#4		
841.500	0.500	B4		
841.500	0.125	B4		
841.625	0.125	A4		
841.750	0.125	G#4		
841.875	0.125	A4		
842.500	0.250	C5		staccato
842.750	0.250	rest		
843.000	0.125	D5		
843.125	0.125	C5		
843.250	0.125	B4		
843.375	0.125	C5		
844.250	0.250	E5		staccato
844.500	0.250	rest		
844.750	0.125	F5		
844.875	0.125	E5		
845.000	0.125	D#5		
845.125	0.125	E5		
846.000	0.125	B5		
846.125	0.125	A5		
846.250	0.125	G#5		
846.375	0.125	A5		
846.500	0.125	B5		
846.625	0.125	A5		
846.750	0.125	G#5		
846.875	0.125	A5		
847.500	0.500	C6		
848.000	0.250	A5		staccato
848.250	0.250	B5		staccato
849.250	0.250	C6		staccato
849.500	0.250	B5		staccato
849.750	0.250	A5		staccato
850.000	0.250	G#5		staccato
850.750	0.250	A5		staccato
851.000	0.250	E5		staccato
851.250	0.250	F5		staccato
851.500	0.250	D5		staccato
852.250	0.500	C5		
852.750	0.375	B4		
852.750	0.062	C5		
852.812	0.062	B4		
852.875	0.062	C5		
852.938	0.062	B4		
853.000	0.062	C5		
853.062	0.062	B4		
853.125	0.062	A4		
853.188	0.062	B4		
854.250	0.500	A4		
855.250	0.250	C5		staccato
855.500	0.250	E5		
855.500	0.250	D5		staccato
855.750	0.250	F5		
856.250	0.250	E5		staccato
856.500	0.250	G5		
856.500	0.250	E5		staccato
856.750	0.250	G5		
856.750	0.125	A5		
856.875	0.125	G5		
857.000	0.125	F5		
857.125	0.125	E5		
857.750	0.500	D5		
857.750	0.250	B4		
858.000	0.250	G4		
858.250	0.250	C5		staccato
858.500	0.250	E5		
858.500	0.250	D5		staccato
858.750	0.250	F5		
859.250	0.250	E5		staccato
859.500	0.250	G5		
859.500	0.250	E5		staccato
859.750	0.250	G5		
