Piano Sonata No.11 - Rondo alla Turca (Enhanced Export)
Generated UTC: 2025-09-18T05:05:26.838921
Source: HAHA.musicxml
Linear measures: 233
Events: 2631
---
time_sec	dur_sec	hand	pitches_sci	dyn	art
102.250	0.250	LH	A3		
102.250	0.125	RH	D#5		
102.375	0.125	RH	B#4		
102.500	0.250	LH	C#4		
102.500	0.500	RH	C#5		
102.750	0.250	LH	E4		
103.000	0.250	LH	C#4		
103.000	0.125	RH	E5		
103.125	0.125	RH	D5		
103.250	0.250	LH	E4		
103.250	0.125	RH	C#5		
103.375	0.125	RH	B4		
103.500	0.250	LH	C#4		
103.500	0.125	RH	A4		
103.625	0.125	RH	B4		
103.750	0.250	LH	E4		
103.750	0.125	RH	C#5		
103.875	0.125	RH	D5		
104.000	0.250	LH	E3		
104.000	0.125	RH	E5		
104.125	0.125	RH	F#5		
104.250	0.250	LH	G#3		
104.250	0.125	RH	G#5		
104.375	0.125	RH	A5		
104.500	0.250	LH	D4		
104.500	0.125	RH	A5		
104.625	0.125	RH	G#5		
104.750	0.250	LH	G#3		
104.750	0.125	RH	F#5		
104.875	0.250	RH	E5		
105.000	0.250	LH	D4		
105.125	0.125	RH	D5		
105.250	0.250	LH	G#3		
105.250	0.125	RH	C#5		
105.375	0.125	RH	B4		
105.500	0.250	LH	D4		
105.500	0.125	RH	A4		
105.625	0.125	RH	B4		
105.750	0.250	LH	A3		
105.750	0.125	RH	C#5		
105.875	0.125	RH	D5		
106.000	0.250	LH	C#4		
106.000	0.125	RH	E5		
106.125	0.125	RH	F#5		
106.250	0.250	LH	E4		
106.250	0.125	RH	G#5		
106.375	0.125	RH	A5		
106.500	0.250	LH	C#4		
106.500	0.250	RH	A#5		
106.750	0.250	LH	E4		
106.750	0.250	RH	B5		
107.000	0.250	LH	C#4		
107.000	0.125	RH	E5		
107.125	0.125	RH	D5		
107.250	0.250	LH	E4		
107.250	0.125	RH	C#5		
107.375	0.125	RH	B4		
107.500	0.250	LH	B3		
107.500	0.125	RH	A4		
107.625	0.125	RH	B4		
107.750	0.250	LH	D4		
107.750	0.125	RH	C#5		
107.875	0.125	RH	D5		
108.000	0.250	LH	E4		
108.000	0.125	RH	E5		
108.125	0.125	RH	F#5		
108.250	0.250	LH	G#3		
108.250	0.125	RH	G#5		
108.375	0.125	RH	A5		
108.500	0.250	LH	D4		
108.500	0.125	RH	A5		
108.625	0.125	RH	G#5		
108.750	0.250	LH	E4		
108.750	0.125	RH	F#5		
108.875	0.250	RH	E5		
109.000	0.250	LH	A3		staccato
109.125	0.125	RH	D5		
109.250	0.250	LH	F#3		staccato
109.250	0.125	RH	C#5		
109.375	0.125	RH	B4		
109.500	0.250	LH	D3		staccato
109.500	0.125	RH	C#5		
109.625	0.125	RH	E5		
109.750	0.250	LH	E3		staccato
109.750	0.125	RH	A4		
109.875	0.125	RH	C#5		
110.000	0.250	LH	A2		staccato
110.000	0.125	RH	B4		
110.125	0.125	RH	D5		
110.250	0.250	LH	A3		staccato
110.250	0.125	RH	G#4		
110.375	0.125	RH	B4		
110.500	0.500	LH	rest		
110.500	0.500	RH	A4		
111.000	0.250	LH	F#3		
111.000	0.125	RH	C#6		
111.125	0.125	RH	D6		
111.250	0.250	LH	A3		
111.250	0.125	RH	C#6		
111.375	0.125	RH	B5		
111.500	0.250	LH	C#4		
111.500	0.125	RH	A5		
111.625	0.125	RH	B5		
111.750	0.250	LH	A3		
111.750	0.125	RH	A5		
111.875	0.125	RH	G#5		
112.000	0.250	LH	C#4		
112.000	0.125	RH	F#5		
112.125	0.125	RH	A5		
112.250	0.250	LH	A3		
112.250	0.125	RH	G#5		
112.375	0.125	RH	F#5		
112.500	0.250	LH	C#4		
112.500	0.125	RH	E#5		
112.625	0.125	RH	F#5		
112.750	0.250	LH	G#3		
112.750	0.125	RH	G#5		
112.875	0.125	RH	E#5		
113.000	0.250	LH	B3		
113.000	0.125	RH	C#5		
113.125	0.125	RH	D#5		
113.250	0.250	LH	C#4		
113.250	0.125	RH	E#5		
113.375	0.125	RH	C#5		
113.500	0.250	LH	B3		
113.500	0.125	RH	F#5		
113.625	0.125	RH	E#5		
113.750	0.250	LH	C#4		
113.750	0.125	RH	F#5		
113.875	0.125	RH	G#5		
114.000	0.250	LH	B3		
114.000	0.125	RH	A5		
114.125	0.125	RH	G#5		
114.250	0.250	LH	C#4		
114.250	0.125	RH	A5		
114.375	0.125	RH	B5		
114.500	0.250	LH	F#3		
114.500	0.125	RH	C#6		
114.625	0.125	RH	B#5		
114.750	0.250	LH	A3		
114.750	0.125	RH	C#6		
114.875	0.125	RH	B#5		
115.000	0.250	LH	C#4		
115.000	0.125	RH	C#6		
115.125	0.125	RH	B#5		
115.250	0.250	LH	A3		
115.250	0.125	RH	C#6		
115.375	0.125	RH	A#5		
115.500	0.250	LH	C#4		
115.500	0.125	RH	D6		
115.625	0.125	RH	C#6		
115.750	0.250	LH	A3		
115.750	0.125	RH	D6		
115.875	0.125	RH	C#6		
116.000	0.250	LH	C#4		
116.000	0.125	RH	D6		
116.125	0.125	RH	C#6		
116.250	0.250	LH	C#3		
116.250	0.125	RH	D6		
116.375	0.125	RH	C#6		
116.500	0.250	LH	G#3		
116.500	0.125	RH	D6		
116.625	0.125	RH	C#6		
116.750	0.250	LH	C#4		
116.750	0.125	RH	B5		
116.875	0.125	RH	A5		
117.000	0.250	LH	G3		
117.000	0.125	RH	G#5		
117.125	0.125	RH	A5		
117.250	0.250	LH	C#4		
117.250	0.125	RH	B5		
117.375	0.125	RH	G#5		
117.500	0.250	LH	F#3		
117.500	0.125	RH	A5		
117.625	0.125	RH	B5		
117.750	0.250	LH	C#4		
117.750	0.125	RH	C#6		
117.875	0.125	RH	F#5		
118.000	0.250	LH	B2		
118.000	0.125	RH	E#5		
118.125	0.125	RH	F#5		
118.250	0.250	LH	F#3		
118.250	0.125	RH	G#5		
118.375	0.125	RH	E#5		
118.500	0.250	LH	B3		
118.500	0.500	RH	F#5		
118.750	0.250	LH	F#3		
119.000	0.250	LH	B3		
119.000	0.125	RH	E5		
119.125	0.125	RH	D5		
119.250	0.250	LH	F#3		
119.250	0.125	RH	C#5		
119.375	0.125	RH	B4		
119.500	0.250	LH	B3		
119.500	0.125	RH	A4		
119.625	0.125	RH	B4		
119.750	0.250	LH	B2		
119.750	0.125	RH	C#5		
119.875	0.125	RH	D5		
120.000	0.250	LH	G#3		
120.000	0.125	RH	E5		
120.125	0.125	RH	F#5		
120.250	0.250	LH	B3		
120.250	0.125	RH	G#5		
120.375	0.125	RH	A5		
120.500	0.250	LH	G#3		
120.500	0.125	RH	A5		
120.625	0.125	RH	G#5		
120.750	0.250	LH	B3		
120.750	0.125	RH	F#5		
120.875	0.250	RH	E5		
121.000	0.250	LH	G#3		
121.125	0.125	RH	D5		
121.250	0.250	LH	B3		
121.250	0.125	RH	C#5		
121.375	0.125	RH	B4		
121.500	0.250	LH	C#3		
121.500	0.125	RH	A4		
121.625	0.125	RH	B4		
121.750	0.250	LH	F#3		
121.750	0.125	RH	C#5		
121.875	0.125	RH	D5		
122.000	0.250	LH	A3		
122.000	0.125	RH	E5		
122.125	0.125	RH	F#5		
122.250	0.250	LH	C#3		
122.250	0.125	RH	G#5		
122.375	0.125	RH	A5		
122.500	0.250	LH	G#3		
122.500	0.250	RH	A#5		
122.750	0.250	LH	B3		
122.750	0.250	RH	B5		
123.000	0.500	LH	F#3		
123.000	0.125	RH	E5		
123.125	0.125	RH	D5		
123.250	0.125	RH	C#5		
123.375	0.125	RH	B4		
123.500	0.500	LH	A3		
123.500	0.125	RH	A4		
123.625	0.125	RH	B4		
123.750	0.125	RH	C#5		
123.875	0.125	RH	D5		
124.000	0.500	LH	rest		
124.000	0.125	RH	E5		
124.125	0.125	RH	F#5		
124.250	0.125	RH	G#5		
124.375	0.125	RH	A5		
124.500	0.250	LH	A3		
124.500	0.125	RH	A5		
124.625	0.125	RH	G#5		
124.750	0.250	LH	C#4		
124.750	0.125	RH	F#5		
124.875	0.250	RH	E5		
125.000	0.250	LH	E4		
125.125	0.125	RH	D5		
125.250	0.250	LH	C#4		
125.250	0.125	RH	C#5		
125.375	0.125	RH	B4		
125.500	0.250	LH	E4		
125.500	0.125	RH	C#5		
125.625	0.125	RH	E5		
125.750	0.250	LH	C#4		
125.750	0.125	RH	A4		
125.875	0.125	RH	C#5		
126.000	0.250	LH	E4		
126.000	0.125	RH	B4		
126.125	0.125	RH	D5		
126.250	0.250	LH	B3		
126.250	0.125	RH	G#4		
126.375	0.125	RH	B4		
126.500	0.250	LH	D4		
126.500	0.500	RH	A4		
126.750	0.250	LH	E4		
127.000	0.250	LH	G#3		
127.000	0.125	RH	C#6		
127.125	0.125	RH	D6		
127.250	0.250	LH	D4		
127.250	0.125	RH	C#6		
127.375	0.125	RH	B5		
127.500	0.250	LH	E4		
127.500	0.125	RH	A5		
127.625	0.125	RH	B5		
127.750	0.250	LH	A3		
127.750	0.125	RH	A5		
127.875	0.125	RH	G#5		
128.000	0.250	LH	C#4		
128.000	0.125	RH	F#5		
128.125	0.125	RH	A5		
128.250	0.250	LH	E4		
128.250	0.125	RH	G#5		
128.375	0.125	RH	F#5		
128.500	0.250	LH	C#4		
128.500	0.125	RH	E#5		
128.625	0.125	RH	F#5		
128.750	0.250	LH	E4		
128.750	0.125	RH	G#5		
128.875	0.125	RH	E#5		
129.000	0.250	LH	C#4		
129.000	0.125	RH	C#5		
129.125	0.125	RH	D#5		
129.250	0.250	LH	E4		
129.250	0.125	RH	E#5		
129.375	0.125	RH	C#5		
129.500	0.250	LH	E3		
129.500	0.125	RH	F#5		
129.625	0.125	RH	E#5		
129.750	0.250	LH	G#3		
129.750	0.125	RH	F#5		
129.875	0.125	RH	G#5		
130.000	0.250	LH	D4		
130.000	0.125	RH	A5		
130.125	0.125	RH	G#5		
130.250	0.250	LH	G#3		
130.250	0.125	RH	A5		
130.375	0.125	RH	B5		
130.500	0.250	LH	D4		
130.500	0.125	RH	C#6		
130.625	0.125	RH	B#5		
130.750	0.250	LH	G#3		
130.750	0.125	RH	C#6		
130.875	0.125	RH	B#5		
131.000	0.250	LH	D4		
131.000	0.125	RH	C#6		
131.125	0.125	RH	B#5		
131.250	0.250	LH	A3		
131.250	0.125	RH	C#6		
131.375	0.125	RH	A#5		
131.500	0.250	LH	C#4		
131.500	0.125	RH	D6		
131.625	0.125	RH	C#6		
131.750	0.250	LH	E4		
131.750	0.125	RH	D6		
131.875	0.125	RH	C#6		
132.000	0.250	LH	C#4		
132.000	0.125	RH	D6		
132.125	0.125	RH	C#6		
132.250	0.250	LH	E4		
132.250	0.125	RH	D6		
132.375	0.125	RH	C#6		
132.500	0.250	LH	C#4		
132.500	0.125	RH	D6		
132.625	0.125	RH	C#6		
132.750	0.250	LH	E4		
132.750	0.125	RH	B5		
132.875	0.125	RH	A5		
133.000	0.250	LH	B3		
133.000	0.125	RH	G#5		
133.125	0.125	RH	A5		
133.250	0.250	LH	D4		
133.250	0.125	RH	B5		
133.375	0.125	RH	G#5		
133.500	0.250	LH	E4		
133.500	0.125	RH	A5		
133.625	0.125	RH	B5		
133.750	0.250	LH	G#3		
133.750	0.125	RH	C#6		
133.875	0.125	RH	F#5		
134.000	0.250	LH	D4		
134.000	0.125	RH	E#5		
134.125	0.125	RH	F#5		
134.250	0.250	LH	E4		
134.250	0.125	RH	G#5		
134.375	0.125	RH	E#5		
134.500	0.250	LH	A3		staccato
134.500	0.500	RH	F#5		
134.750	0.250	LH	F#3		staccato
135.000	0.250	LH	D3		staccato
135.000	0.250	RH	A4		
135.250	0.250	LH	E3		staccato
135.250	0.250	RH	A5		
135.500	0.250	LH	A2		staccato
135.500	0.250	RH	B4		
135.750	0.250	LH	A3		staccato
135.750	0.250	RH	B5		
136.000	0.500	LH	rest		
136.000	0.500	RH	C#5		
136.500	0.250	LH	F#3		
136.500	0.500	RH	C#6		
136.750	0.250	LH	A3		
137.000	0.250	LH	C#4		
137.000	0.250	RH	A4		
137.250	0.250	LH	A3		
137.250	0.250	RH	A5		
137.500	0.250	LH	C#4		
137.500	0.250	RH	B4		
137.750	0.250	LH	A3		
137.750	0.250	RH	B5		
138.000	0.250	LH	C#4		
138.000	0.250	RH	C#5		
138.250	0.250	LH	G#3		
138.250	0.250	RH	C#6		
138.500	0.250	LH	B3		
138.500	0.250	RH	B4		
138.750	0.250	LH	C#4		
138.750	0.250	RH	B5		
139.000	0.250	LH	B3		
139.000	0.250	RH	A4		
139.250	0.250	LH	C#4		
139.250	0.250	RH	A5		
139.500	0.250	LH	B3		
139.500	0.250	RH	G#4		
139.750	0.250	LH	C#4		
139.750	0.250	RH	G#5		
140.000	0.250	LH	F#3		
140.000	0.250	RH	F#4		
140.250	0.250	LH	A3		
140.250	0.250	RH	F#5		
140.500	0.250	LH	C#4		
140.500	0.250	RH	G#4		
140.750	0.250	LH	A3		
140.750	0.250	RH	G#5		
141.000	0.250	LH	C#4		
141.000	0.250	RH	A4		
141.250	0.250	LH	A3		
141.250	0.250	RH	A5		
141.500	0.250	LH	C#4		
141.500	0.250	RH	B4		
141.750	0.250	LH	C#3		
141.750	0.250	RH	B5		
142.000	0.250	LH	G#3		
142.000	0.250	RH	G#4		
142.250	0.250	LH	C#4		
142.250	0.250	RH	G#5		
142.500	0.250	LH	G3		
142.500	0.250	RH	E4		
142.750	0.250	LH	C#4		
142.750	0.250	RH	E5		
143.000	0.250	LH	F#3		
143.000	0.250	RH	A4		
143.250	0.250	LH	C#4		
143.250	0.250	RH	A5		
143.500	0.250	LH	B2		
143.500	0.250	RH	B4		
143.750	0.250	LH	F#3		
143.750	0.250	RH	B5		
144.000	0.250	LH	B3		
144.000	0.500	RH	C#5		
144.250	0.250	LH	F#3		
144.500	0.250	LH	B3		
144.500	0.500	RH	C#6		
144.750	0.250	LH	F#3		
145.000	0.250	LH	B3		
145.000	0.250	RH	A4		
145.250	0.250	LH	B2		
145.250	0.250	RH	A5		
145.500	0.250	LH	G#3		
145.500	0.250	RH	B4		
145.750	0.250	LH	B3		
145.750	0.250	RH	B5		
146.000	0.250	LH	G#3		
146.000	0.250	RH	C#5		
146.250	0.250	LH	B3		
146.250	0.250	RH	C#6		
146.500	0.250	LH	G#3		
146.500	0.250	RH	B4		
146.750	0.250	LH	B3		
146.750	0.250	RH	B5		
147.000	0.250	LH	C#3		
147.000	0.250	RH	A4		
147.250	0.250	LH	F#3		
147.250	0.250	RH	A5		
147.500	0.250	LH	A3		
147.500	0.250	RH	G#4		
147.750	0.250	LH	C#3		
147.750	0.250	RH	G#5		
148.000	0.250	LH	G#3		
148.000	0.250	RH	F#4		
148.250	0.250	LH	B3		
148.250	0.250	RH	F#5		
148.500	0.500	LH	F#3		
148.500	0.250	RH	B4		
148.750	0.250	RH	B5		
149.000	0.500	LH	A3		
149.000	0.250	RH	G#4		
149.250	0.250	RH	G#5		
149.500	0.500	LH	rest		
149.500	0.250	RH	E4		
149.750	0.250	RH	E5		
150.000	0.000	LH	A2		
150.000	0.000	LH	C#3		
150.000	0.000	LH	E3		
150.000	1.000	LH	A3		
150.000	0.500	RH	A4		
150.500	0.500	RH	A5		
151.000	0.000	LH	A2		
151.000	0.000	LH	C#3		
151.000	0.000	LH	E3		
151.000	1.000	LH	A3		
151.000	0.250	RH	A4		
151.250	0.250	RH	A5		
151.500	0.250	RH	B4		
151.750	0.250	RH	B5		
152.000	0.000	LH	D2		
152.000	0.000	LH	F#2		
152.000	0.000	LH	A2		
152.000	0.500	LH	D3		
152.000	0.500	RH	C#5		
152.500	0.000	LH	D#2		
152.500	0.000	LH	F#2		
152.500	0.000	LH	A2		
152.500	0.500	LH	D#3		
152.500	0.500	RH	C#6		
153.000	0.000	LH	E2		
153.000	0.000	LH	G#2		
153.000	0.000	LH	B2		
153.000	1.000	LH	E3		
153.000	0.250	RH	A4		
153.250	0.250	RH	A5		
153.500	0.250	RH	B4		
153.750	0.250	RH	B5		
154.000	0.000	LH	A2		
154.000	0.000	LH	C#3		
154.000	0.000	LH	E3		
154.000	1.000	LH	A3		
154.000	0.250	RH	C#5		
154.250	0.250	RH	C#6		
154.500	0.250	RH	B4		
154.750	0.250	RH	B5		
155.000	0.000	LH	A2		
155.000	0.000	LH	C#3		
155.000	0.000	LH	E3		
155.000	1.000	LH	A3		
155.000	0.250	RH	A4		
155.250	0.250	RH	A5		
155.500	0.250	RH	G#4		
155.750	0.250	RH	G#5		
156.000	0.000	LH	D2		
156.000	0.000	LH	F#2		
156.000	0.000	LH	A2		
156.000	0.500	LH	D3		
156.000	0.250	RH	F#4		
156.250	0.250	RH	F#5		
156.500	0.000	LH	E2		
156.500	0.000	LH	G#2		
156.500	0.000	LH	B2		
156.500	0.500	LH	E3		
156.500	0.250	RH	G#4		
156.750	0.250	RH	G#5		
157.000	0.500	LH	A2		
157.000	0.250	RH	A4		
157.250	0.250	RH	A5		
157.500	0.500	LH	rest		
157.500	0.250	RH	B4		
157.750	0.250	RH	B5		
158.000	0.000	LH	A2		
158.000	0.000	LH	C#3		
158.000	0.000	LH	E3		
158.000	1.000	LH	A3		
158.000	0.250	RH	G#4		
158.250	0.250	RH	G#5		
158.500	0.250	RH	E4		
158.750	0.250	RH	E5		
159.000	0.000	LH	A2		
159.000	0.000	LH	C#3		
159.000	0.000	LH	E3		
159.000	1.000	LH	A3		
159.000	0.250	RH	A4		
159.250	0.250	RH	A5		
159.500	0.250	RH	B4		
159.750	0.250	RH	B5		
160.000	0.000	LH	D2		
160.000	0.000	LH	F#2		
160.000	0.000	LH	A2		
160.000	0.500	LH	D3		
160.000	0.500	RH	C#5		
160.500	0.000	LH	D#2		
160.500	0.000	LH	F#2		
160.500	0.000	LH	A2		
160.500	0.500	LH	D#3		
160.500	0.500	RH	C#6		
161.000	0.000	LH	E2		
161.000	0.000	LH	G#2		
161.000	0.000	LH	B2		
161.000	1.000	LH	E3		
161.000	0.250	RH	A4		
161.250	0.250	RH	A5		
161.500	0.250	RH	B4		
161.750	0.250	RH	B5		
162.000	0.000	LH	A2		
162.000	0.000	LH	C#3		
162.000	0.000	LH	E3		
162.000	1.000	LH	A3		
162.000	0.250	RH	C#5		
162.250	0.250	RH	C#6		
162.500	0.250	RH	B4		
162.750	0.250	RH	B5		
163.000	0.000	LH	A2		
163.000	0.000	LH	C#3		
163.000	0.000	LH	E3		
163.000	1.000	LH	A3		
163.000	0.250	RH	A4		
163.250	0.250	RH	A5		
163.500	0.250	RH	G#4		
163.750	0.250	RH	G#5		
164.000	0.000	LH	D2		
164.000	0.000	LH	F#2		
164.000	0.000	LH	A2		
164.000	0.500	LH	D3		
164.000	0.250	RH	F#4		
164.250	0.250	RH	F#5		
164.500	0.000	LH	E2		
164.500	0.000	LH	G#2		
164.500	0.000	LH	B2		
164.500	0.500	LH	E3		
164.500	0.250	RH	B4		
164.750	0.250	RH	B5		
165.000	0.500	LH	A2		
165.000	0.250	RH	G#4		
165.250	0.250	RH	G#5		
165.500	0.500	LH	rest		
165.500	0.250	RH	E4		
165.750	0.250	RH	E5		
166.000	0.250	LH	A3		
166.000	0.500	RH	A4		
166.250	0.250	LH	C4		
166.500	0.250	LH	E4		
166.500	0.500	RH	A5		
166.750	0.250	LH	C4		
167.000	0.250	LH	E4		
167.000	0.125	RH	B4		
167.125	0.125	RH	A4		
167.250	0.250	LH	C4		
167.250	0.125	RH	G#4		
167.375	0.125	RH	A4		
167.500	0.250	LH	E4		
167.500	0.250	RH	C5		staccato
167.750	0.250	LH	A3		
167.750	0.250	RH	rest		
168.000	0.250	LH	C4		
168.000	0.125	RH	D5		
168.125	0.125	RH	C5		
168.250	0.250	LH	E4		
168.250	0.125	RH	B4		
168.375	0.125	RH	C5		
168.500	0.250	LH	C4		
168.500	0.250	RH	E5		staccato
168.750	0.250	LH	E4		
168.750	0.250	RH	rest		
169.000	0.250	LH	C4		
169.000	0.125	RH	F5		
169.125	0.125	RH	E5		
169.250	0.250	LH	E4		
169.250	0.125	RH	D#5		
169.375	0.125	RH	E5		
169.500	0.250	LH	A3		
169.500	0.125	RH	B5		
169.625	0.125	RH	A5		
169.750	0.250	LH	C4		
169.750	0.125	RH	G#5		
169.875	0.125	RH	A5		
170.000	0.250	LH	E4		
170.000	0.125	RH	B5		
170.125	0.125	RH	A5		
170.250	0.250	LH	A3		
170.250	0.125	RH	G#5		
170.375	0.125	RH	A5		
170.500	0.250	LH	C4		
170.500	0.500	RH	C6		
170.750	0.250	LH	E4		
171.000	0.250	LH	A3		
171.000	0.250	RH	A5		staccato
171.250	0.250	LH	C4		
171.250	0.250	RH	C6		staccato
171.500	0.250	LH	E4		
171.500	0.000	RH	G5		
171.500	0.000	RH	A5		
171.500	0.250	RH	B5		staccato
171.750	0.250	LH	C4		
171.750	0.250	RH	F#5		staccato
172.000	0.250	LH	E4		
172.000	0.250	RH	A5		
172.250	0.250	LH	C4		
172.250	0.250	RH	E5		staccato
172.500	0.250	LH	E4		
172.500	0.250	RH	G5		
172.750	0.250	LH	E3		
172.750	0.250	RH	F#5		staccato
173.000	0.250	LH	B3		
173.000	0.250	RH	A5		
173.250	0.250	LH	E4		
173.250	0.000	RH	G5		
173.250	0.000	RH	A5		
173.250	0.250	RH	B5		staccato
173.500	0.250	LH	B3		
173.500	0.250	RH	F#5		staccato
173.750	0.250	LH	E4		
173.750	0.250	RH	A5		
174.000	0.250	LH	B3		
174.000	0.250	RH	E5		staccato
174.250	0.250	LH	E4		
174.250	0.250	RH	G5		
174.500	0.250	LH	E3		
174.500	0.250	RH	F#5		staccato
174.750	0.250	LH	B3		
174.750	0.250	RH	A5		
175.000	0.250	LH	E4		
175.000	0.000	RH	G5		
175.000	0.000	RH	A5		
175.000	0.250	RH	B5		staccato
175.250	0.250	LH	B3		
175.250	0.250	RH	F#5		staccato
175.500	0.250	LH	E4		
175.500	0.250	RH	A5		
175.750	0.250	LH	B3		
175.750	0.250	RH	E5		staccato
176.000	0.250	LH	E4		
176.000	0.250	RH	G5		
176.250	0.250	LH	E3		
176.250	0.250	RH	D#5		staccato
176.500	0.250	LH	B3		
176.500	0.250	RH	F#5		
176.750	0.250	LH	E4		
176.750	0.500	RH	E5		
177.000	0.250	LH	B2		
177.250	0.250	LH	B3		
177.250	0.125	RH	B4		
177.375	0.125	RH	A4		
177.500	0.500	LH	E3		
177.500	0.125	RH	G#4		
177.625	0.125	RH	A4		
177.750	0.250	RH	C5		staccato
178.000	0.500	LH	rest		
178.000	0.250	RH	rest		
178.250	0.125	RH	D5		
178.375	0.125	RH	C5		
178.500	0.250	LH	A3		
178.500	0.125	RH	B4		
178.625	0.125	RH	C5		
178.750	0.250	LH	C4		
178.750	0.250	RH	E5		staccato
179.000	0.250	LH	E4		
179.000	0.250	RH	rest		
179.250	0.250	LH	C4		
179.250	0.125	RH	F5		
179.375	0.125	RH	E5		
179.500	0.250	LH	E4		
179.500	0.125	RH	D#5		
179.625	0.125	RH	E5		
179.750	0.250	LH	C4		
179.750	0.125	RH	B5		
179.875	0.125	RH	A5		
180.000	0.250	LH	E4		
180.000	0.125	RH	G#5		
180.125	0.125	RH	A5		
180.250	0.250	LH	A3		
180.250	0.125	RH	B5		
180.375	0.125	RH	A5		
180.500	0.250	LH	C4		
180.500	0.125	RH	G#5		
180.625	0.125	RH	A5		
180.750	0.250	LH	E4		
180.750	0.500	RH	C6		
181.000	0.250	LH	C4		
181.250	0.250	LH	E4		
181.250	0.250	RH	A5		staccato
181.500	0.250	LH	C4		
181.500	0.250	RH	C6		staccato
181.750	0.250	LH	E4		
181.750	0.000	RH	G5		
181.750	0.000	RH	A5		
181.750	0.250	RH	B5		staccato
182.000	0.250	LH	A3		
182.000	0.250	RH	F#5		staccato
182.250	0.250	LH	C4		
182.250	0.250	RH	A5		
182.500	0.250	LH	E4		
182.500	0.250	RH	E5		staccato
182.750	0.250	LH	A3		
182.750	0.250	RH	G5		
183.000	0.250	LH	C4		
183.000	0.250	RH	F#5		staccato
183.250	0.250	LH	E4		
183.250	0.250	RH	A5		
183.500	0.250	LH	A3		
183.500	0.000	RH	G5		
183.500	0.000	RH	A5		
183.500	0.250	RH	B5		staccato
183.750	0.250	LH	C4		
183.750	0.250	RH	F#5		staccato
184.000	0.250	LH	E4		
184.000	0.250	RH	A5		
184.250	0.250	LH	C4		
184.250	0.250	RH	E5		staccato
184.500	0.250	LH	E4		
184.500	0.250	RH	G5		
184.750	0.250	LH	C4		
184.750	0.250	RH	F#5		staccato
185.000	0.250	LH	E4		
185.000	0.250	RH	A5		
185.250	0.250	LH	E3		
185.250	0.000	RH	G5		
185.250	0.000	RH	A5		
185.250	0.250	RH	B5		staccato
185.500	0.250	LH	B3		
185.500	0.250	RH	F#5		staccato
185.750	0.250	LH	E4		
185.750	0.250	RH	A5		
186.000	0.250	LH	B3		
186.000	0.250	RH	E5		staccato
186.250	0.250	LH	E4		
186.250	0.250	RH	G5		
186.500	0.250	LH	B3		
186.500	0.250	RH	D#5		staccato
186.750	0.250	LH	E4		
186.750	0.250	RH	F#5		
187.000	0.250	LH	E3		
187.000	0.500	RH	E5		
187.250	0.250	LH	B3		
187.500	0.250	LH	E4		
187.500	0.250	RH	C5		staccato
187.750	0.250	LH	B3		
187.750	0.250	RH	E5		
188.000	0.250	LH	E4		
188.000	0.250	RH	D5		staccato
188.250	0.250	LH	B3		
188.250	0.250	RH	F5		
188.500	0.250	LH	E4		
188.500	0.250	RH	E5		staccato
188.750	0.250	LH	E3		
188.750	0.250	RH	G5		
189.000	0.250	LH	B3		
189.000	0.250	RH	E5		staccato
189.250	0.250	LH	E4		
189.250	0.250	RH	G5		
189.500	0.250	LH	B2		
189.500	0.125	RH	A5		
189.625	0.125	RH	G5		
189.750	0.250	LH	B3		
189.750	0.125	RH	F5		
189.875	0.125	RH	E5		
190.000	0.500	LH	E3		
190.000	0.500	RH	D5		
190.500	0.500	LH	rest		
190.500	0.250	RH	C5		staccato
190.750	0.250	RH	E5		
191.000	0.250	LH	C3		
191.000	0.250	RH	D5		staccato
191.250	0.250	LH	C4		
191.250	0.250	RH	F5		
191.500	0.250	LH	E3		
191.500	0.250	RH	B4		
191.750	0.250	LH	E4		
191.750	0.250	RH	G4		
192.000	0.500	LH	G3		
192.000	0.250	RH	E5		staccato
192.250	0.250	RH	G5		
192.500	0.500	LH	rest		
192.500	0.250	RH	E5		staccato
192.750	0.250	RH	G5		
193.000	0.250	LH	C3		
193.000	0.125	RH	A5		
193.125	0.125	RH	G5		
193.250	0.250	LH	C4		
193.250	0.125	RH	F5		
193.375	0.125	RH	E5		
193.500	0.250	LH	E3		
193.500	0.500	RH	B4		
193.750	0.250	LH	E4		
194.000	0.500	LH	G3		
194.000	0.500	RH	D5		
194.500	0.500	LH	rest		
194.500	0.250	RH	A4		staccato
194.750	0.250	RH	C5		
195.000	0.250	LH	A2		
195.000	0.250	RH	B4		staccato
195.250	0.250	LH	A3		
195.250	0.250	RH	D5		
195.500	0.250	LH	C3		
195.500	0.250	RH	C5		staccato
195.750	0.250	LH	C4		
195.750	0.250	RH	E5		
196.000	0.500	LH	E3		
196.000	0.250	RH	C5		staccato
196.250	0.250	RH	E5		
196.500	0.500	LH	rest		
196.500	0.125	RH	F5		
196.625	0.125	RH	E5		
196.750	0.125	RH	D5		
196.875	0.125	RH	C5		
197.000	0.250	LH	A2		
197.000	0.500	RH	B4		
197.250	0.250	LH	A3		
197.500	0.250	LH	C3		
197.500	0.250	RH	A4		staccato
197.750	0.250	LH	C4		
197.750	0.250	RH	C5		
198.000	0.500	LH	E3		
198.000	0.250	RH	B4		staccato
198.250	0.250	RH	D5		
198.500	0.500	LH	rest		
198.500	0.250	RH	G#4		
198.750	0.250	RH	E4		
199.000	0.250	LH	A3		
199.000	0.250	RH	C5		staccato
